Marca,Cor,Vendedor,Produto,Tags,Preço Original,Preço Pix,Preço Parcelado,Quantidade de Parcelas
Asics,Preto,Dafiti,Tênis Asics JAPAN S Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual,Esporte,Esporte Feminino,Calçados,Tênis Performance","R$ 349,99","R$ 254,99","R$ 271,27",4x
Asics,Preto,Dafiti,Tênis  Asics Gel 1130 Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual,Calçados Masculinos,Tênis,Tênis Casual","R$ 699,99","R$ 657,98","R$ 699,98",10x
Jorge Bischoff,Caramelo,Dafiti,Sandália Jorge Bischoff Camurça Caramelo,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 599,00","R$ 209,99","R$ 223,39",3x
Bottero,Branco,Dafiti,Tênis Bottero Velcro Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 299,99","R$ 269,99","R$ 287,22",4x
Dakota,Branco,Dafiti,Tênis Feminino Dakota Com Cadarço Detalh...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 239,99","R$ 119,99","R$ 127,65",2x
VIA UNO,Preto,Dafiti,Bota Feminina VIA UNO Cano Curto Sintético Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 169,99","R$ 119,99","R$ 127,65",2x
Mooncity,Preto,Dafiti,Bota Chelsea Mooncity Cano Médio Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 179,99","R$ 169,99","R$ 169,99",2x
Santa Lolla,Bege,Dafiti,Tênis Feminino Santa Lolla Cadarço Bege,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 199,90","R$ 119,99","R$ 127,65",2x
Asics,Branco,Dafiti,Tênis Feminino Asics Gel-1130 Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 649,99","R$ 609,99","R$ 648,93",10x
Bebecê,Vinho,Dafiti,Sapatilha Slingback Bebecê Lisa Bordô,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 89,99","R$ 64,99","R$ 69,14",1x
Bottero,Off-white,Dafiti,Sandália Feminina Bottero Salto Anabela Off-White,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 279,99","R$ 209,99","R$ 223,39",3x
Santa Lolla,Preto,Dafiti,Scarpin slingback Feminino Santa Lolla Couro Preto,"Calçados,Calçados Femininos,Scarpin","R$ 229,90","R$ 179,99","R$ 191,48",3x
Moleca,Bege,Dafiti,Sandália Feminina Moleca Salto Anabela Bege,"Calçados,Calçados Femininos,Tamanco","R$ 119,90","R$ 79,99","R$ 85,10",1x
Modare,Off-white,Dafiti,Mocassim Flat Modare Liso Off-White,"Calçados,Calçados Femininos,Mocassim","R$ 129,90","R$ 104,99","R$ 111,69",1x
Beira Rio,Nude,Dafiti,Scarpin Feminino Beira Rio Bico Arredond...,"Calçados,Calçados Femininos,Scarpin","R$ 159,90","R$ 64,99","R$ 69,14",1x
Beira Rio,Preto,Dafiti,Rasteirinha Feminina Beira Rio Tiras Fivela Preta,"Calçados,Calçados Femininos,Rasteirinhas","R$ 99,99","R$ 69,99","R$ 74,46",1x
Moleca,Off-white,Dafiti,Sandália Feminina Moleca Aplique Cabedal Areia,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 139,90","R$ 99,99","R$ 106,37",1x
Jorge Bischoff,Preto,Dafiti,Sandália Feminina Jorge Bischoff Salto A...,"Calçados,Calçados Femininos,Sandálias","R$ 699,00","R$ 319,99","R$ 340,41",5x
Arezzo,Rosa,Dafiti,Scarpin Arezzo Salto Bloco Fivela True Sand,"Calçados,Calçados Femininos,Scarpin","R$ 399,99","R$ 375,99","R$ 399,99",6x
Anacapri,Cobre,Dafiti,Rasteira Feminina Anacapri Tiras Trançad...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 139,90","R$ 99,99","R$ 106,37",1x
Bebecê,Preto,Dafiti,Sandália Bebecê Texturizada Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 99,99","R$ 69,99","R$ 74,46",1x
Jorge Bischoff,Marrom,Dafiti,Sandália Feminina Jorge Bischoff Salto B...,"Calçados,Calçados Femininos,Sandálias","R$ 549,00","R$ 279,99","R$ 297,86",4x
Jorge Bischoff,Bege,Dafiti,Tênis Feminino Jorge Bischoff Trama Bege,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 599,00","R$ 324,99","R$ 345,73",5x
adidas Originals,Prata,Dafiti,Tênis adidas Originals Taekwondo Lace Prata,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 599,99","R$ 359,99","R$ 382,97",6x
Capodarte,Marrom,Dafiti,Rasteira Feminina Capodarte Tiras Finas Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 330,00","R$ 159,99","R$ 170,20",2x
Lança Perfume,Bege,Dafiti,Rasteira Feminina Lança Perfume Slide Es...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 397,00",N/A,"R$ 397,00",6x
Santa Lolla,Preto,Dafiti,Tamanco Anabela Feminino Santa Lolla Thong Preto,"Calçados,Calçados Femininos,Tamanco","R$ 269,90","R$ 194,99","R$ 207,44",3x
Jorge Bischoff,Preto,Dafiti,Bota Feminina Jorge Bischoff Cano Baixo Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 799,00","R$ 409,99","R$ 436,16",7x
Vizzano,Marrom,Dafiti,Sandália Feminina Vizzano Salto Bloco Marrom,"Calçados,Calçados Femininos,Sandálias","R$ 179,90","R$ 119,99","R$ 127,65",2x
Dakota,Preto,Dafiti,Bota Feminina Dakota Cano Baixo Detalhe ...,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 289,99","R$ 159,99","R$ 170,20",2x
Fila,Rosa,Dafiti,Tênis Feminino Fila Striker Rosa,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 399,99","R$ 279,99","R$ 297,86",4x
Jorge Bischoff,Caramelo,Dafiti,Tênis Feminino Jorge Bischoff Detalhe Do...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 699,00","R$ 379,99","R$ 404,24",6x
Vizzano,Preto,Dafiti,Mule Feminino Vizzano Salto Bloco Plataforma Preto,"Calçados,Calçados Femininos,Mocassim","R$ 199,90","R$ 144,99","R$ 154,24",2x
Coca Cola,Marrom,Dafiti,Tênis Feminino Coca Cola Cadarço Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 169,90","R$ 89,99","R$ 95,73",1x
Vans,Azul,Dafiti,Vans Old Skool Azul,"Calçados,Calçados Femininos,Tênis,Tênis Casual,Calçados Masculinos,Tênis,Tênis Casual","R$ 379,99","R$ 357,19","R$ 379,99",6x
Jorge Bischoff,Prata,Dafiti,Tênis Jorge Bischoff Matelassê Prata,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 599,00","R$ 229,99","R$ 244,67",4x
Dakota,Off-white,Dafiti,Sandália Baixa Feminina Dakota Tiras Tra...,"Calçados,Calçados Femininos,Sandálias","R$ 149,99","R$ 99,99","R$ 106,37",1x
Arezzo,Marrom,Dafiti,Mocassim Feminino Arezzo Couro Marrom,"Calçados,Calçados Femininos,Mocassim","R$ 359,90","R$ 338,30","R$ 359,89",6x
Kolosh,Marrom,Dafiti,Tênis Feminino Kolosh Casual Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 199,99","R$ 144,99","R$ 154,24",2x
Santa Lolla,Nude,Dafiti,Sandália Feminina Santa Lolla Ponta Quadrada Nude,"Calçados,Calçados Femininos,Tamanco","R$ 199,90","R$ 139,99","R$ 148,93",2x
Vizzano,Marrom,Dafiti,Scarpin Feminino Vizzano Salto Fino Slin...,"Calçados,Calçados Femininos,Scarpin","R$ 179,99","R$ 109,99","R$ 117,01",1x
Luiza Barcelos,Preto,Dafiti,Rasteira Feminina Luiza Barcelos Couro S...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 799,90","R$ 469,99","R$ 499,99",8x
adidas Originals,Caramelo,Dafiti,Tênis adidas Originals Handball Spezial ...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 799,99","R$ 751,98","R$ 799,98",10x
Kolosh,Marrom,Dafiti,Tênis Feminino Kolosh Zíper Lateral Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 289,99","R$ 149,99","R$ 159,56",2x
Bebecê,Marrom,Dafiti,Scarpin Feminino Bebecê Salto Bloco Bico...,"Calçados,Calçados Femininos,Scarpin","R$ 129,99","R$ 99,99","R$ 106,37",1x
Beira Rio,Marrom,Dafiti,Mocassim Feminino Beira Rio Corrente Marrom,"Calçados,Calçados Femininos,Mocassim","R$ 129,90","R$ 99,99","R$ 106,37",1x
Bebecê,Preto,Dafiti,Sandália Feminina Bebecê Salto Bloco Méd...,"Calçados,Calçados Femininos,Sandálias","R$ 199,90","R$ 109,99","R$ 117,01",1x
Anacapri,Branco,Dafiti,Tênis Feminino Anacapri Ponta Arredondada Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 279,90","R$ 219,99","R$ 234,03",3x
Beira Rio,Preto,Dafiti,Rasteira Beira Rio Fivela Dourada Preta,"Calçados,Calçados Femininos,Rasteirinhas","R$ 99,90","R$ 39,99","R$ 42,54",1x
Usaflex,Vermelho,Dafiti,Sapatilha Feminina Usaflex Bico Redondo Vermelha,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 199,99","R$ 129,99","R$ 138,29",2x
Arezzo,Vinho,Dafiti,Sandália Feminina Arezzo Couro Salto Alto Vinho,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 579,90","R$ 545,10","R$ 579,89",9x
Beira Rio,Bege,Dafiti,Sapatilha Feminina Beira Rio Ponta Redonda Bege,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 99,90","R$ 39,99","R$ 42,54",1x
Moleca,Bege,Dafiti,Tênis Feminino Moleca Cadarço Bege,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 159,99","R$ 99,99","R$ 106,37",1x
Melissa,Bege,Dafiti,Sandália Feminina Melissa Salto Médio Br...,"Calçados,Calçados Femininos,Sandálias","R$ 229,90","R$ 216,10","R$ 229,89",3x
Bottero,Marrom,Dafiti,Bota Feminina Bottero Cano Baixo Salto M...,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 419,99","R$ 309,99","R$ 329,78",5x
Vizzano,Preto,Dafiti,Sandália Feminina Vizzano Salto Médio Ge...,"Calçados,Calçados Femininos,Sandálias","R$ 149,90","R$ 79,99","R$ 85,10",1x
Kolosh,Cinza,Dafiti,Tênis Feminino Kolosh Casual Cinza,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 189,99","R$ 129,99","R$ 138,29",2x
Melissa,Rosa,Dafiti,Kit Rasteira e Bolsa Feminina Melissa Ti...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 169,90","R$ 159,70","R$ 169,89",2x
Modare,Azul,Dafiti,Tênis Slip On Modare Gel Azul,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 159,90","R$ 109,99","R$ 117,01",1x
Jorge Bischoff,Off-white,Dafiti,Sapatilha Feminina Jorge Bischoff Mary J...,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 499,00","R$ 219,99","R$ 234,03",3x
Via Mia,Caramelo,Dafiti,Sapatilha Via Mia lisa Caramelo,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 99,99","R$ 64,99","R$ 69,14",1x
Asics,Cinza,Dafiti,Tênis Asics Gel Nimbus 28 TR Cinza,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 1.399,99","R$ 1.315,98","R$ 1.399,98",10x
Anacapri,Branco,Dafiti,Tênis Feminino Anacapri Solado Caramelo Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 279,90","R$ 159,99","R$ 170,20",2x
Beira Rio,Nude,Dafiti,Rasteira Feminina Beira Rio Detalhe Metálico Nude,"Calçados,Calçados Femininos,Rasteirinhas","R$ 89,90","R$ 44,99","R$ 47,86",1x
Asics,Rosa,Dafiti,Tênis Feminino Asics Novablast 5 Rosa,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 1.099,99","R$ 739,99","R$ 787,22",10x
VIA UNO,Off-white,Dafiti,Sandália Feminina VIA UNO Salto Bloco Fi...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 129,99","R$ 89,99","R$ 95,73",1x
Mooncity,Preto,Dafiti,Bota Mooncity Cano Baixo Pelos Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 189,90","R$ 89,99","R$ 95,73",1x
Moleca,Preto,Dafiti,Bota Feminina Moleca Cano Curto Fivela Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 139,90","R$ 99,99","R$ 106,37",1x
Vizzano,Preto,Dafiti,Sapatilha Mule Vizzano Aplicação Metaliz...,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 149,90","R$ 64,99","R$ 69,14",1x
Arezzo,Marrom,Dafiti,Rasteira Arezzo Detalhe Dourado Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 259,99","R$ 244,39","R$ 259,99",4x
Modare,Off-white,Dafiti,Scarpin Slingback Modare Laço Off-White,"Calçados,Calçados Femininos,Scarpin","R$ 139,90","R$ 109,99","R$ 117,01",1x
Moleca,Nude,Dafiti,Mocassim Moleca Com Aplicação Decorativa Nude,"Calçados,Calçados Femininos,Mocassim","R$ 99,90","R$ 44,99","R$ 47,86",1x
Anacapri,Off-white,Dafiti,Tênis Anacapri Recorte Off-White,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 229,90","R$ 189,99","R$ 202,12",3x
Anacapri,Caramelo,Dafiti,Tênis Anacapri Recortes Caramelo,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 319,99","R$ 239,99","R$ 255,31",4x
Loucos e Santos,Dourado,Dafiti,Scarpin Feminino Loucos e Santos Recorte...,"Calçados,Calçados Femininos,Scarpin","R$ 439,00","R$ 249,99","R$ 265,95",4x
Arezzo,Marrom,Dafiti,Sapatilha Feminina Arezzo Bico Fino Slin...,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 359,99","R$ 338,39","R$ 359,99",6x
Jorge Bischoff,Marrom,Dafiti,Bota Feminina Jorge Bischoff Cano Baixo Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 849,00","R$ 429,99","R$ 457,44",7x
Santa Lolla,Preto,Dafiti,Scarpin Feminino Santa Lolla Couro Tiras Preto,"Calçados,Calçados Femininos,Scarpin","R$ 329,90","R$ 259,99","R$ 276,59",4x
Capodarte,Marrom,Dafiti,Rasteira Feminina Capodarte Tiras Monograma Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 310,00","R$ 149,99","R$ 159,56",2x
Santa Lolla,Preto,Dafiti,Sandália Alta Santa Lolla Verniz Preta,"Calçados,Calçados Femininos,Sandálias","R$ 289,90","R$ 159,99","R$ 170,20",2x
Santa Lolla,Branco,Dafiti,Tênis Feminino Santa Lolla Cadarço Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 229,90","R$ 159,99","R$ 170,20",2x
Anacapri,Bege,Dafiti,Tênis Feminino Anacapri Detalhe Laranja Bege,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 319,90","R$ 179,99","R$ 191,48",3x
Arezzo,Nude,Dafiti,Sapatilha Arezzo Bico Fino True Sand,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Fino","R$ 249,99","R$ 234,99","R$ 249,99",4x
Moleca,Branco,Dafiti,Tênis Feminino Moleca Ponta Arredondada ...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 139,90","R$ 69,99","R$ 74,46",1x
VIA UNO,Bege,Dafiti,Rasteira Feminina VIA UNO Fechada Tiras ...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 119,99","R$ 59,99","R$ 63,82",1x
Santa Lolla,Preto,Dafiti,Rasteira Feminina Santa Lolla Tiras Cruzadas Preta,"Calçados,Calçados Femininos,Rasteirinhas","R$ 199,90","R$ 129,99","R$ 138,29",2x
Dakota,Caramelo,Dafiti,Bota Dakota Cano baixo Caramelo,"Calçados,Calçados Femininos,Botas,Bota Cano Médio","R$ 219,99","R$ 139,99","R$ 148,93",2x
Beira Rio,Preto,Dafiti,Sandália Feminina Beira Rio Anabela Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Anabela","R$ 129,99","R$ 89,99","R$ 95,73",1x
Loucos e Santos,Cinza,Dafiti,Tênis Couro Loucos E Santos Com Cadarço Cinza,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 399,99","R$ 209,99","R$ 223,39",3x
Vizzano,Preto,Dafiti,Scarpin Feminino Vizzano Salto Bloco Bic...,"Calçados,Calçados Femininos,Scarpin","R$ 169,90","R$ 99,99","R$ 106,37",1x
Beira Rio,Off-white,Dafiti,Rasteira Feminina Beira Rio Tiras Off-White,"Calçados,Calçados Femininos,Rasteirinhas","R$ 119,99","R$ 79,99","R$ 85,10",1x
Luiza Barcelos,Dourado,Dafiti,Rasteira Feminina Luiza Barcelos Trançada Dourada,"Calçados,Calçados Femininos,Rasteirinhas","R$ 499,90","R$ 309,99","R$ 329,78",5x
Beira Rio,Off-white,Dafiti,Sandália Feminina Beira Rio Salto Bloco ...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 159,99","R$ 109,99","R$ 117,01",1x
Beira Rio,Preto,Dafiti,Scarpin Beira Rio Verniz Salto Grosso Preto,"Calçados,Calçados Femininos,Scarpin","R$ 139,99","R$ 104,99","R$ 111,69",1x
Anacapri,Bege,Dafiti,Tênis Anacapri Suede Bege,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 269,99","R$ 209,99","R$ 223,39",3x
Bebecê,Marrom,Dafiti,Scarpin Feminino Bebecê Bico Fino Salto ...,"Calçados,Calçados Femininos,Scarpin","R$ 129,99","R$ 99,99","R$ 106,37",1x
Via Marte,Bege,Dafiti,Sandália Feminina Via Marte Anabela Croco Bege,"Calçados,Calçados Femininos,Tamanco","R$ 179,99","R$ 124,99","R$ 132,97",2x
Usaflex,Bordô,Dafiti,Sapatilha Feminina Usaflex Couro Bordô,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 359,99","R$ 134,99","R$ 143,61",2x
Converse,Bege,Dafiti,Tênis Converse Chuck Taylor All Star Fem...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 369,90",N/A,"R$ 369,90",6x
Mississipi,Preto,Dafiti,Bota Feminina Mississipi Cano Baixo Preta,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 249,99","R$ 139,99","R$ 148,93",2x
Anacapri,Preto,Dafiti,Mocassim Feminino ANACAPRI Salto Médio D...,"Calçados,Calçados Femininos,Mocassim","R$ 279,90","R$ 219,99","R$ 234,03",3x
Santa Lolla,Preto,Dafiti,Sandália Santa Lolla Tira Hotfix Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 299,90","R$ 154,99","R$ 164,88",2x
Arezzo,Marrom,Dafiti,Sandália Média Arezzo Salto Fino Aplicaç...,"Calçados,Calçados Femininos,Sandálias","R$ 359,99","R$ 338,39","R$ 359,99",6x
Vizzano,Marrom,Dafiti,Scarpin Feminino Vizzano Salto Bloco Verniz Marrom,"Calçados,Calçados Femininos,Scarpin","R$ 139,90","R$ 99,99","R$ 106,37",1x
Via Marte,Prata,Dafiti,Sandália Feminina Via Marte Salto Anabel...,"Calçados,Calçados Femininos,Sandálias","R$ 199,99","R$ 139,99","R$ 148,93",2x
Coca Cola,Rosa,Dafiti,Tênis Feminino Coca-Cola Plataforma Camurça Rosa,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 299,90","R$ 149,99","R$ 159,56",2x
Melissa,Caramelo,Dafiti,Sandália Feminina Melissa Tratorada Five...,"Calçados,Calçados Femininos,Tamanco","R$ 279,90","R$ 263,10","R$ 279,89",4x
Vizzano,Marrom,Dafiti,Tênis Feminino Vizzano Slip On Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 149,99","R$ 109,99","R$ 117,01",1x
Modare,Branco,Dafiti,Tênis Feminino Modare Plataforma Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 229,90","R$ 159,99","R$ 170,20",2x
Bebecê,Caramelo,Dafiti,Scarpin Feminino Bebecê Salto Bloco Caramelo,"Calçados,Calçados Femininos,Scarpin","R$ 129,99","R$ 94,99","R$ 101,05",1x
Moleca,Azul Marinho,Dafiti,Alpargata Moleca Perfuros Azul-Marinho,"Calçados,Calçados Femininos,Alpargatas","R$ 69,99","R$ 49,99","R$ 53,18",1x
Santa Lolla,Nude,Dafiti,Rasteira Santa Lolla Bridão Nude,"Calçados,Calçados Femininos,Rasteirinhas","R$ 229,90","R$ 129,99","R$ 138,29",2x
Vizzano,Caramelo,Dafiti,Tênis Vizzano Matelassê Caramelo,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 169,90","R$ 79,99","R$ 85,10",1x
Jorge Bischoff,Nude,Dafiti,Scarpin Jorge Bischoff de Couro Slingback Nude,"Calçados,Calçados Femininos,Scarpin","R$ 499,00","R$ 229,99","R$ 244,67",4x
Puma,Amarelo,Dafiti,Tênis Unissex Puma Suede XL Amarelo,"Calçados,Calçados Femininos,Tênis,Tênis Casual,Calçados Masculinos,Tênis,Tênis Casual","R$ 599,99","R$ 349,99","R$ 372,33",6x
Moleca,Marrom,Dafiti,Tênis Feminino Moleca Cadarço Marrom e Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 109,90","R$ 54,99","R$ 58,50",1x
Luiza Barcelos,Grafite,Dafiti,Sandália Feminina Luiza Barcelos Tiras M...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 429,90","R$ 339,99","R$ 361,69",6x
Via Marte,Marrom,Dafiti,Sandália Baixa Feminina Via Marte Bico Q...,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 199,99","R$ 129,99","R$ 138,29",2x
Bebecê,Marrom,Dafiti,Bota Feminina Bebecê Cano Baixo Salto Bl...,"Calçados,Calçados Femininos,Botas,Bota Cano Curto","R$ 299,90","R$ 209,99","R$ 223,39",3x
Santa Lolla,Branco,Dafiti,Tênis Santa Lolla Liso Branco,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 229,90","R$ 129,99","R$ 138,29",2x
Modare,Nude,Dafiti,Sapatilha Feminina Modare Detalhe Frontal Nude,"Calçados,Calçados Femininos,Sapatilhas,Sapatilha Bico Redondo","R$ 139,90","R$ 99,99","R$ 106,37",1x
Vizzano,Marrom,Dafiti,Tênis Feminino Vizzano Cadarço Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 219,90","R$ 149,99","R$ 159,56",2x
Fila,Azul,Dafiti,Tênis Feminino Fila Speed Lite Azul,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 379,99","R$ 269,99","R$ 287,22",4x
Beira Rio,Marrom,Dafiti,Scarpin Feminino Beira Rio Slingback Sal...,"Calçados,Calçados Femininos,Scarpin","R$ 169,99","R$ 104,99","R$ 111,69",1x
VIA UNO,Marrom,Dafiti,Rasteira Feminina VIA UNO Trançada Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 139,90","R$ 64,99","R$ 69,14",1x
Beira Rio,Preto,Dafiti,Tênis Feminino Beira Rio Bico Redondo Preto,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 89,99","R$ 39,99","R$ 42,54",1x
Bebecê,Bege,Dafiti,Scarpin Feminino Bebecê Salto Bloco Bico...,"Calçados,Calçados Femininos,Scarpin","R$ 129,99","R$ 104,99","R$ 111,69",1x
Beira Rio,Preto,Dafiti,Rasteira Feminina Beira Rio Detalhe Metá...,"Calçados,Calçados Femininos,Rasteirinhas","R$ 99,90","R$ 49,99","R$ 53,18",1x
Santa Lolla,Azul,Dafiti,Tênis Santa Lolla Com Cadarço Azul,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 259,99","R$ 124,99","R$ 132,97",2x
Vizzano,Preto,Dafiti,Sandália Feminina Vizzano Plataforma Det...,"Calçados,Calçados Femininos,Sandálias","R$ 129,90","R$ 79,99","R$ 85,10",1x
Anacapri,Preto,Dafiti,Rasteira Feminina Anacapri Tiras Finas Preta,"Calçados,Calçados Femininos,Rasteirinhas","R$ 159,90","R$ 109,99","R$ 117,01",1x
Melissa,Marrom,Dafiti,Rasteira Melissa Tiras Cruzadas Marrom,"Calçados,Calçados Femininos,Rasteirinhas","R$ 119,90","R$ 112,70","R$ 119,89",2x
Luiza Barcelos,Marrom,Dafiti,Bota Feminina Luiza Barcelos Salto Bloco Marrom,"Calçados,Calçados Femininos,Botas,Bota Cano Médio","R$ 999,90","R$ 939,90","R$ 999,89",10x
VIA UNO,Rosa,Dafiti,Tênis Feminino Via Uno Ponta Arredondada Rosa,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 149,99","R$ 99,99","R$ 106,37",1x
Moleca,Off-white,Dafiti,Tênis Feminino Moleca Cano Baixo Off White,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 149,90","R$ 104,99","R$ 111,69",1x
Santa Lolla,Off-white,Dafiti,Tênis Feminino Santa Lolla Cadarço Off-White,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 169,90","R$ 99,99","R$ 106,37",1x
Arezzo,Off-white,Dafiti,Tênis Arezzo Sola Caixa Detalhe Traseiro...,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 299,99","R$ 281,99","R$ 299,99",5x
Beira Rio,Marrom,Dafiti,Tênis Feminino Beira Rio Cadarço Marrom,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 139,99","R$ 99,99","R$ 106,37",1x
Jorge Bischoff,Nude,Dafiti,Sandália Jorge Bischoff Lisa Nude,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 529,00","R$ 229,99","R$ 244,67",4x
Vizzano,Preto,Dafiti,Sandália Feminina Vizzano Salto Bloco Preta,"Calçados,Calçados Femininos,Sandálias,Sandália Salto Grosso","R$ 139,99","R$ 109,99","R$ 117,01",1x
Luiza Barcelos,Verde,Dafiti,Scarpin Feminino Luiza Barcelos Salto An...,"Calçados,Calçados Femininos,Scarpin","R$ 599,90","R$ 369,99","R$ 393,61",6x
Kolosh,Rosa,Dafiti,Tênis Feminino Kolosh Casual Rosa,"Calçados,Calçados Femininos,Tênis,Tênis Casual","R$ 189,99","R$ 129,99","R$ 138,29",2x
